Country_ID,Year,Indicator_ID,Indicator_description,Indicator_value,Indicator_group
EGY,1970,SG.APL.PSPT.EQ,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,Agency
GHA,1979,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1980,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1981,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1982,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1983,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1984,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1985,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1986,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1987,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1988,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1989,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1990,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1991,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1992,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1993,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1994,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1995,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1996,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1997,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1998,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,1999,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2000,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2001,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2002,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2003,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2004,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2005,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2006,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2007,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2008,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2009,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2010,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2011,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2012,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2013,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2014,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2015,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2016,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2017,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2018,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2019,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2020,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2021,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2022,SG.IND.WORK.EQ,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),0,Agency
GHA,2000,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",0,Health
GHA,2001,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",0,Health
GHA,2002,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",0,Health
GHA,2003,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",0,Health
GHA,2004,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",1,Health
GHA,2005,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",1,Health
GHA,2006,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",2,Health
GHA,2007,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",4,Health
GHA,2008,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",7,Health
GHA,2009,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",9,Health
GHA,2010,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",13,Health
GHA,2011,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",20,Health
GHA,2012,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",24,Health
GHA,2013,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",26,Health
GHA,2014,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",29,Health
GHA,2015,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",32,Health
GHA,2016,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",35,Health
GHA,2017,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",38,Health
GHA,2018,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",40,Health
GHA,2019,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",53,Health
GHA,2020,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",70,Health
GHA,2021,SH.HIV.ARTC.FE.ZS,"Access to anti-retroviral drugs, female (%)",79,Health
GHA,2000,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",0,Health
GHA,2001,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",0,Health
GHA,2002,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",0,Health
GHA,2003,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",0,Health
GHA,2004,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",1,Health
GHA,2005,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",2,Health
GHA,2006,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",3,Health
GHA,2007,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",6,Health
GHA,2008,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",10,Health
GHA,2009,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",14,Health
GHA,2010,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",18,Health
GHA,2015,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",19,Health
GHA,2016,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",21,Health
GHA,2011,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",23,Health
GHA,2017,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",24,Health
GHA,2012,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",25,Health
GHA,2013,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",26,Health
GHA,2018,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",26,Health
GHA,2014,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",28,Health
GHA,2019,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",37,Health
GHA,2020,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",51,Health
GHA,2021,SH.HIV.ARTC.MA.ZS,"Access to anti-retroviral drugs, male (%)",60,Health
GHA,2015,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",60.78,Economic opportunities
GHA,2016,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",61.822,Economic opportunities
GHA,2020,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",62.211,Economic opportunities
GHA,2021,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",62.405,Economic opportunities
GHA,2014,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",62.652,Economic opportunities
GHA,2022,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",62.653,Economic opportunities
GHA,2017,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",62.898,Economic opportunities
GHA,2018,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",62.922,Economic opportunities
GHA,2019,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",62.966,Economic opportunities
GHA,2010,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",63.722,Economic opportunities
GHA,2011,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",64.075,Economic opportunities
GHA,2012,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",64.301,Economic opportunities
GHA,2009,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",64.358,Economic opportunities
GHA,2013,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",64.552,Economic opportunities
GHA,2000,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",64.836,Economic opportunities
GHA,2008,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",65.083,Economic opportunities
GHA,2001,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",65.128,Economic opportunities
GHA,1999,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",65.222,Economic opportunities
GHA,2002,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",65.41,Economic opportunities
GHA,2003,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",65.681,Economic opportunities
GHA,2007,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",65.698,Economic opportunities
GHA,2004,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",65.932,Economic opportunities
GHA,2005,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",66.167,Economic opportunities
GHA,2006,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",66.391,Economic opportunities
GHA,1998,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",67.048,Economic opportunities
GHA,1997,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",67.836,Economic opportunities
GHA,1996,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",68.642,Economic opportunities
GHA,1995,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",69.429,Economic opportunities
GHA,1994,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",70.211,Economic opportunities
GHA,1993,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",71.032,Economic opportunities
GHA,1992,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",71.814,Economic opportunities
GHA,1991,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",73.796,Economic opportunities
GHA,2015,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",68.379,Economic opportunities
GHA,2000,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",68.864,Economic opportunities
GHA,2001,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",69.406,Economic opportunities
GHA,2020,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",69.463,Economic opportunities
GHA,2021,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",69.571,Economic opportunities
GHA,2016,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",69.614,Economic opportunities
GHA,1999,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",69.634,Economic opportunities
GHA,2022,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",69.764,Economic opportunities
GHA,2002,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",69.947,Economic opportunities
GHA,2019,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",70.403,Economic opportunities
GHA,2014,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",70.435,Economic opportunities
GHA,2003,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",70.486,Economic opportunities
GHA,2018,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",70.614,Economic opportunities
GHA,2017,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",70.838,Economic opportunities
GHA,2010,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",70.935,Economic opportunities
GHA,2004,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",71.013,Economic opportunities
GHA,2009,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",71.181,Economic opportunities
GHA,1998,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",71.269,Economic opportunities
GHA,2008,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",71.521,Economic opportunities
GHA,2011,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",71.527,Economic opportunities
GHA,2005,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",71.533,Economic opportunities
GHA,2007,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",71.743,Economic opportunities
GHA,1997,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",71.962,Economic opportunities
GHA,2012,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",72,Economic opportunities
GHA,2006,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",72.051,Economic opportunities
GHA,2013,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",72.509,Economic opportunities
GHA,1996,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",72.673,Economic opportunities
GHA,1995,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",73.368,Economic opportunities
GHA,1994,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",74.06,Economic opportunities
GHA,1993,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",74.788,Economic opportunities
GHA,1992,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",75.484,Economic opportunities
GHA,1991,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",75.936,Economic opportunities
GHA,2021,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",1.23,Health
GHA,2020,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",1.47,Health
GHA,2014,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",1.67,Health
GHA,2015,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",1.67,Health
GHA,2016,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",1.67,Health
GHA,2013,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",1.7,Health
GHA,2019,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",1.7,Health
GHA,2012,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",1.73,Health
GHA,2017,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",1.74,Health
GHA,2018,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",1.74,Health
GHA,2011,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",1.8,Health
GHA,2010,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",1.86,Health
GHA,2009,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",1.91,Health
GHA,2008,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",1.95,Health
GHA,2007,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",2.06,Health
GHA,2006,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",2.16,Health
GHA,2005,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",2.28,Health
GHA,2004,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",2.44,Health
GHA,2003,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",2.63,Health
GHA,2002,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",2.8,Health
GHA,2001,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",3.02,Health
GHA,2000,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",3.22,Health
GHA,1999,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",3.6,Health
GHA,1998,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",3.86,Health
GHA,1997,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",4.13,Health
GHA,1996,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",4.4,Health
GHA,1990,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",4.73,Health
GHA,1995,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",4.74,Health
GHA,1994,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",4.84,Health
GHA,1991,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",5.08,Health
GHA,1993,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",5.1,Health
GHA,1992,SH.HIV.INCD.FE.P3,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",5.11,Health
GHA,2021,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",0.49,Health
GHA,2020,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",0.58,Health
GHA,2019,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",0.69,Health
GHA,2018,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",0.73,Health
GHA,2016,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",0.74,Health
GHA,2017,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",0.75,Health
GHA,2015,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",0.76,Health
GHA,2014,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",0.79,Health
GHA,2013,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",0.83,Health
GHA,2012,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",0.87,Health
GHA,2011,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",0.94,Health
GHA,2010,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",1,Health
GHA,2009,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",1.03,Health
GHA,2008,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",1.05,Health
GHA,2007,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",1.11,Health
GHA,2006,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",1.17,Health
GHA,2005,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",1.23,Health
GHA,2004,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",1.32,Health
GHA,2003,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",1.42,Health
GHA,2002,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",1.51,Health
GHA,2001,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",1.63,Health
GHA,2000,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",1.74,Health
GHA,1999,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",1.94,Health
GHA,1998,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",2.08,Health
GHA,1997,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",2.23,Health
GHA,1996,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",2.38,Health
GHA,1995,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",2.57,Health
GHA,1994,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",2.65,Health
GHA,1990,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",2.75,Health
GHA,1993,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",2.81,Health
GHA,1992,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",2.86,Health
GHA,1991,SH.HIV.INCD.MA.P3,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",2.89,Health
GHA,2020,SL.TLF.CACT.FE.ZS,"Labour force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",64.693,Economic opportunities
GHA,2015,SL.TLF.CACT.FE.ZS,"Labour force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",65.06,Economic opportunities
